 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2013- 5-25  0: 0: 0,    44.798,     1.516,     1.869,     1.869,   176.507,     0.673,     0.652,     2.185,     3.107,     3.342,    29.463,    23.600
2013- 5-26  0: 0: 0,    30.487,     0.826,     1.018,     1.018,   200.119,     0.763,     0.943,     4.275,     2.133,     3.725,   109.227,    38.200
2013- 5-27  0: 0: 0,     0.365,     2.584,     3.186,     2.387,   197.939,     0.755,     0.907,     4.033,     0.011,     0.014,   202.088,    83.800
2013- 5-28  0: 0: 0,     1.827,     2.957,     3.645,     2.700,   196.578,     0.750,     0.872,     3.530,     0.043,     0.052,   269.479,   125.000
2013- 5-29  0: 0: 0,     2.103,     0.763,     0.941,     0.805,   197.518,     0.754,     0.841,     2.927,     0.089,     0.156,   272.017,    98.300
2013- 5-30  0: 0: 0,     1.022,     1.873,     2.309,     1.678,   196.551,     0.750,     0.800,     2.276,     0.025,     0.033,   236.105,   130.000
2013- 5-31  0: 0: 0,     0.202,     1.763,     2.173,     1.541,   195.057,     0.744,     0.755,     1.724,     0.001,     0.001,   191.521,   151.000
2013- 6- 1  0: 0: 0,     0.184,     1.266,     1.560,     1.113,   194.032,     0.740,     0.711,     1.306,     0.002,     0.005,   150.871,   125.000
2013- 6- 2  0: 0: 0,     0.014,     3.420,     4.216,     3.116,   190.917,     0.728,     0.667,     1.007,     0.000,     0.000,   118.490,    73.100
2013- 6- 3  0: 0: 0,     0.004,     3.523,     4.343,     3.168,   187.749,     0.716,     0.625,     0.803,     0.000,     0.000,    94.491,    49.700
2013- 6- 4  0: 0: 0,     0.017,     3.512,     4.329,     3.098,   184.651,     0.704,     0.586,     0.669,     0.000,     0.000,    77.312,    56.100
2013- 6- 5  0: 0: 0,     0.022,     2.841,     3.503,     2.455,   182.197,     0.695,     0.548,     0.582,     0.000,     0.000,    65.067,    64.200
2013- 6- 6  0: 0: 0,     7.290,     1.078,     1.329,     1.081,   186.796,     0.713,     0.578,     1.091,     0.447,     0.987,    60.542,    51.200
2013- 6- 7  0: 0: 0,     0.176,     2.102,     2.591,     1.734,   185.071,     0.706,     0.544,     1.055,     0.000,     0.000,    74.183,    38.700
2013- 6- 8  0: 0: 0,     0.053,     2.726,     3.360,     2.356,   182.715,     0.697,     0.511,     1.000,     0.000,     0.000,    93.854,    68.500
2013- 6- 9  0: 0: 0,     0.790,     2.574,     3.173,     2.137,   181.087,     0.691,     0.483,     0.902,     0.025,     0.039,    93.938,    67.300
2013- 6-10  0: 0: 0,     2.992,     1.530,     1.886,     1.429,   182.028,     0.694,     0.468,     0.853,     0.095,     0.147,    85.840,    47.300
2013- 6-11  0: 0: 0,     0.042,     3.003,     3.702,     2.555,   179.474,     0.685,     0.439,     0.738,     0.000,     0.000,    75.587,    49.300
2013- 6-12  0: 0: 0,     0.023,     3.284,     4.049,     2.771,   176.703,     0.674,     0.413,     0.646,     0.000,     0.000,    65.258,    53.100
2013- 6-13  0: 0: 0,     0.127,     3.213,     3.961,     2.643,   174.110,     0.664,     0.388,     0.576,     0.001,     0.001,    55.305,    44.900
2013- 6-14  0: 0: 0,     0.091,     3.231,     3.983,     2.617,   171.498,     0.654,     0.366,     0.523,     0.000,     0.000,    46.800,    33.700
2013- 6-15  0: 0: 0,     0.076,     3.268,     4.029,     2.602,   168.904,     0.644,     0.345,     0.485,     0.000,     0.000,    40.007,    29.600
2013- 6-16  0: 0: 0,     0.049,     3.151,     3.885,     2.478,   166.427,     0.635,     0.326,     0.458,     0.000,     0.000,    34.705,    27.700
2013- 6-17  0: 0: 0,     0.032,     3.322,     4.095,     2.590,   163.837,     0.625,     0.308,     0.438,     0.000,     0.000,    30.537,    24.700
2013- 6-18  0: 0: 0,     4.444,     3.462,     4.268,     2.814,   164.632,     0.628,     0.324,     0.551,     0.225,     0.224,    27.293,    23.800
2013- 6-19  0: 0: 0,     2.301,     2.223,     2.741,     1.856,   164.601,     0.628,     0.321,     0.592,     0.080,     0.095,    26.111,    32.000
2013- 6-20  0: 0: 0,     0.010,     2.553,     3.147,     1.980,   162.620,     0.620,     0.306,     0.574,     0.000,     0.000,    28.282,    41.600
2013- 6-21  0: 0: 0,     0.034,     2.854,     3.518,     2.170,   160.451,     0.612,     0.293,     0.552,     0.000,     0.000,    32.701,    44.400
2013- 6-22  0: 0: 0,     0.906,     2.168,     2.673,     1.585,   159.436,     0.608,     0.284,     0.542,     0.023,     0.035,    36.517,    41.900
2013- 6-23  0: 0: 0,     1.960,     1.309,     1.614,     1.089,   159.917,     0.610,     0.284,     0.555,     0.082,     0.085,    39.091,    34.500
